,Source IP,Source Port,Destination IP,Destination Port,Protocol,Traffic Label,App Label
1765,192.168.68.72,62413,239.255.255.250,1900,17,Streaming,
1766,192.168.68.71,50036,99.83.187.195,8181,17,Gaming,
1767,192.168.68.71,51284,43.229.65.1,8181,17,Gaming,
1768,192.168.68.71,64838,75.2.49.107,8181,17,Gaming,
1769,192.168.68.1,40870,224.0.0.251,5353,17,Chat,
1770,192.168.68.71,53459,13.248.197.71,8181,17,Gaming,
1771,192.168.68.72,5353,224.0.0.251,5353,17,Streaming,
1772,192.168.68.71,53434,75.2.69.178,8181,17,File Transfer,
1773,192.168.68.71,64818,13.248.193.101,8181,17,Chat,
1774,192.168.68.71,50102,43.229.65.1,8181,17,Gaming,
1775,134.221.96.0,0,0.0.0.32,0,0,Streaming,
1776,192.168.68.71,63162,13.248.197.71,8181,17,Gaming,
1777,192.168.68.71,64206,43.229.65.1,8181,17,Gaming,
1778,188.42.147.101,443,192.168.68.71,50471,6,Chat,
1779,192.168.68.71,52913,76.223.1.250,8181,17,Chat,
1780,192.168.68.72,63994,239.255.255.250,1900,17,Streaming,
1781,192.168.68.71,50554,104.74.50.201,443,6,Chat,
1782,192.168.68.71,57773,1.1.1.1,53,17,Chat,
1783,192.168.68.71,53446,13.248.205.128,8181,17,Gaming,
1784,192.168.68.71,64235,13.248.220.97,8181,17,Gaming,
1785,192.168.68.71,50050,104.18.0.191,443,6,File Transfer,
1786,188.42.147.101,443,192.168.68.71,50407,6,Chat,
1787,192.168.68.71,51203,76.223.1.250,8181,17,File Transfer,
1788,192.168.68.71,52942,99.83.157.116,8181,17,File Transfer,
1789,192.168.68.71,52903,76.223.71.164,8181,17,Gaming,
1790,192.168.68.72,54644,239.255.255.250,1900,17,Streaming,
1791,192.168.68.71,50388,20.205.115.102,443,6,Streaming,
1792,192.168.68.71,64927,76.223.71.164,8181,17,Gaming,
1793,192.168.68.71,51218,13.248.193.101,8181,17,Chat,
1794,192.168.68.71,53423,75.2.49.107,8181,17,Gaming,
1795,188.42.147.101,443,192.168.68.71,50373,6,Chat,
1796,192.168.68.71,64174,13.248.197.71,8181,17,Gaming,
1797,192.168.68.1,42608,224.0.0.251,5353,17,Chat,
1798,192.168.68.71,51334,66.22.221.9,50008,17,File Transfer,
1799,192.168.68.71,64824,75.2.69.178,8181,17,File Transfer,
1800,192.168.68.71,50085,151.106.248.1,8181,17,Gaming,
1801,192.168.68.1,39019,224.0.0.251,5353,17,Gaming,
1802,192.168.68.71,58774,8.8.8.8,53,17,Gaming,
1803,192.168.68.71,53000,76.223.1.250,8181,17,Chat,
1804,192.168.68.71,53032,13.248.197.71,8181,17,Gaming,
1805,192.168.68.71,51287,43.229.65.1,8181,17,Gaming,
1806,192.168.68.71,52963,76.223.1.250,8181,17,File Transfer,
1807,192.168.68.71,49998,76.223.1.250,8181,17,Chat,
1808,192.168.68.71,64301,43.229.65.1,8181,17,Gaming,
1809,192.168.68.71,51225,76.223.72.224,8181,17,Gaming,
1810,192.168.68.71,53539,99.83.157.116,8181,17,File Transfer,
1811,192.168.68.71,53024,76.223.71.142,8181,17,Gaming,
1812,188.42.147.101,443,192.168.68.71,50614,6,Chat,
1813,192.168.68.71,53043,76.223.72.224,8181,17,Gaming,
1814,192.168.68.71,50126,99.83.136.104,8181,17,Gaming,
1815,192.168.68.71,51190,43.229.65.1,8181,17,Gaming,
1816,192.168.68.71,63160,75.2.66.166,8181,17,Gaming,
1817,188.42.147.101,443,192.168.68.71,50418,6,Chat,
1818,192.168.68.71,64167,13.248.205.128,8181,17,Gaming,
1819,192.168.68.71,51252,151.106.248.1,8181,17,Gaming,
1820,192.168.68.71,64835,76.223.71.142,8181,17,Gaming,
1821,192.168.68.71,49987,75.2.49.107,8181,17,Gaming,
1822,192.168.68.71,64226,151.106.248.1,8181,17,Gaming,
1823,192.168.68.71,53439,43.229.65.1,8181,17,Gaming,
1824,192.168.68.71,53494,75.2.66.166,8181,17,Gaming,
1825,192.168.68.71,64939,43.229.65.1,8181,17,Gaming,
1826,192.168.68.1,35590,224.0.0.251,5353,17,Gaming,
1827,192.168.68.71,64169,151.106.248.1,8181,17,Gaming,
1828,192.168.68.71,50053,151.106.248.1,8181,17,Gaming,
1829,192.168.68.71,64813,151.106.248.1,8181,17,Chat,
1830,192.168.68.71,64862,13.248.205.128,8181,17,Gaming,
1831,8.241.138.126,80,192.168.68.71,50495,6,Email,
1832,192.168.68.71,64954,43.229.65.1,8181,17,Gaming,
1833,192.168.68.71,64177,75.2.69.178,8181,17,Chat,
1834,8.241.138.124,80,192.168.68.71,50413,6,Chat,
1835,192.168.68.71,53465,151.106.248.1,8181,17,Gaming,
1836,192.168.68.71,53002,75.2.69.178,8181,17,Chat,
1837,192.168.68.71,50142,43.229.65.1,8181,17,Gaming,
1838,192.168.68.71,64879,76.223.71.164,8181,17,Gaming,
1839,192.168.68.71,64887,13.248.220.97,8181,17,Gaming,
1840,192.168.68.71,52956,151.106.248.1,8181,17,Gaming,
1841,192.168.68.71,51121,66.22.221.9,50008,17,VoIP,
1842,192.168.68.71,53037,43.229.65.1,8181,17,Gaming,
1843,192.168.68.71,51217,151.106.248.1,8181,17,Chat,
1844,192.168.68.62,5353,224.0.0.251,5353,17,File Transfer,
1845,136.202.65.120,0,0.194.32.16,0,0,Streaming,
1846,192.168.68.72,57074,239.255.255.250,1900,17,Streaming,
1847,192.168.68.71,53493,99.83.136.104,8181,17,Gaming,
1848,188.42.147.101,443,192.168.68.71,50397,6,Chat,
1849,192.168.68.71,63163,13.248.205.128,8181,17,Gaming,
1850,192.168.68.1,49356,224.0.0.251,5353,17,Gaming,
1851,188.42.147.101,443,192.168.68.71,50529,6,Chat,
1852,192.168.68.71,53536,151.106.248.1,8181,17,Gaming,
1853,192.168.68.71,53018,76.223.72.224,8181,17,Gaming,
1854,192.168.68.71,51245,75.2.49.107,8181,17,Gaming,
1855,192.168.68.71,64843,13.248.205.128,8181,17,Gaming,
1856,192.168.68.71,50066,75.2.69.178,8181,17,Chat,
1857,192.168.68.71,51198,13.248.205.128,8181,17,Gaming,
1858,192.168.68.71,50060,76.223.1.250,8181,17,Chat,
1859,192.168.68.72,62647,239.255.255.250,3702,17,Chat,
1860,192.168.68.71,64807,99.83.157.116,8181,17,Chat,
1861,192.168.68.71,50072,99.83.187.195,8181,17,Gaming,
1862,192.168.68.71,64231,13.248.193.101,8181,17,Gaming,
1863,192.168.68.71,53566,75.2.66.166,8181,17,Gaming,
1864,192.168.68.71,52909,151.106.248.1,8181,17,Chat,
1865,188.42.147.101,443,192.168.68.71,50593,6,Chat,
1866,192.168.68.71,51267,13.248.197.71,8181,17,Gaming,
1867,192.168.68.71,64809,99.83.187.195,8181,17,Gaming,
1868,192.168.68.72,137,192.168.71.255,137,17,Email,
1869,192.168.68.71,53553,75.2.49.107,8181,17,Gaming,
1870,192.168.68.71,50546,13.107.5.88,443,6,Streaming,
1871,192.168.68.71,64859,151.106.248.1,8181,17,Gaming,
1872,192.168.68.71,53521,75.2.66.166,8181,17,Gaming,
1873,192.168.68.71,64264,75.2.69.178,8181,17,Chat,
1874,192.168.68.71,52919,75.2.49.107,8181,17,Gaming,
1875,192.168.68.71,50116,13.248.220.97,8181,17,Gaming,
1876,192.168.68.71,50556,192.229.232.200,443,6,Streaming,
1877,192.168.68.71,52935,13.248.205.128,8181,17,Gaming,
1878,192.168.68.71,53422,76.223.72.224,8181,17,Gaming,
1879,192.168.68.71,53525,76.223.1.250,8181,17,Chat,
1880,192.168.68.71,55156,1.1.1.1,53,17,Gaming,
1881,192.168.68.71,53530,13.248.205.128,8181,17,Gaming,
1882,188.42.147.101,443,192.168.68.71,50582,6,Chat,
1883,192.168.68.71,53524,151.106.248.1,8181,17,Gaming,
1884,192.168.68.71,50228,104.18.11.21,8443,6,Gaming,
1885,192.168.68.71,52943,13.248.193.101,8181,17,File Transfer,
1886,188.42.147.101,443,192.168.68.71,50409,6,Chat,
1887,162.247.243.33,443,192.168.68.71,50403,6,Chat,
1888,192.168.68.71,53456,13.248.193.101,8181,17,File Transfer,
1889,192.168.68.71,53429,43.229.65.1,8181,17,Gaming,
1890,192.168.68.71,53033,76.223.72.224,8181,17,Gaming,
1891,192.168.68.71,52923,99.83.157.116,8181,17,File Transfer,
1892,192.168.68.71,64228,13.248.197.71,8181,17,Gaming,
1893,192.168.68.64,5353,224.0.0.251,5353,17,Email,
1894,192.168.68.71,50700,1.1.1.1,53,17,File Transfer,
1895,192.168.68.72,52277,239.255.255.250,1900,17,Streaming,
1896,192.168.68.71,53474,76.223.1.250,8181,17,Chat,
1897,188.42.147.101,443,192.168.68.71,50571,6,Chat,
1898,188.42.147.101,443,192.168.68.71,50605,6,Chat,
1899,192.168.68.71,53578,13.248.197.71,8181,17,Gaming,
1900,192.168.68.71,53487,151.106.248.1,8181,17,Gaming,
1901,192.168.68.71,49753,20.197.71.89,443,6,Streaming,
1902,192.168.68.71,64182,151.106.248.1,8181,17,Chat,
1903,8.241.138.126,80,192.168.68.71,50510,6,Streaming,
1904,192.168.68.71,53017,13.248.197.71,8181,17,Gaming,
1905,192.168.68.71,64201,75.2.69.178,8181,17,Chat,
1906,192.168.68.71,52962,43.229.65.1,8181,17,Gaming,
1907,192.168.68.71,62783,66.22.221.9,50008,17,VoIP,
1908,192.168.68.71,63781,1.1.1.1,53,17,File Transfer,
1909,192.168.68.71,64815,43.229.65.1,8181,17,Gaming,
1910,192.168.68.71,51205,75.2.69.178,8181,17,Chat,
1911,192.168.68.71,50040,13.248.193.101,8181,17,Chat,
1912,192.168.68.71,64200,76.223.1.250,8181,17,Chat,
1913,192.168.68.71,51249,76.223.72.224,8181,17,Gaming,
1914,192.168.68.71,64236,151.106.248.1,8181,17,Chat,
1915,192.168.68.71,51143,75.2.69.178,8181,17,Gaming,
1916,192.168.68.71,64232,76.223.1.250,8181,17,Gaming,
1917,192.168.68.71,64323,43.229.65.1,8181,17,Gaming,
1918,192.168.68.71,64956,43.229.65.1,8181,17,Gaming,
1919,188.42.147.101,443,192.168.68.71,50560,6,Chat,
1920,192.168.68.71,64904,75.2.66.166,8181,17,Gaming,
1921,192.168.68.71,52986,151.106.248.1,8181,17,Gaming,
1922,192.168.68.71,52945,75.2.69.178,8181,17,Gaming,
1923,192.168.68.71,52995,76.223.72.224,8181,17,Gaming,
1924,192.168.68.71,51128,75.2.49.107,8181,17,Gaming,
1925,192.168.68.71,64179,75.2.69.178,8181,17,Chat,
1926,192.168.68.71,64900,13.248.205.128,8181,17,Gaming,
1927,188.42.147.101,443,192.168.68.71,50462,6,Chat,
1928,192.168.68.71,63154,99.83.187.195,8181,17,Gaming,
1929,192.168.68.71,50046,76.223.71.164,8181,17,Gaming,
1930,192.168.68.71,53584,43.229.65.1,8181,17,Gaming,
1931,192.168.68.71,51162,13.248.197.71,8181,17,Gaming,
1932,192.168.68.71,51244,13.248.205.128,8181,17,Gaming,
1933,192.168.68.71,137,192.168.71.255,137,17,Email,
1934,192.168.68.71,49679,20.197.71.89,443,6,Streaming,
1935,192.168.68.71,64261,99.83.157.116,8181,17,Chat,
1936,192.168.68.71,64303,75.2.66.166,8181,17,Gaming,
1937,192.168.68.52,0,239.255.255.250,0,0,Email,
1938,8.241.138.126,80,192.168.68.71,50491,6,Email,
1939,192.168.68.71,64161,43.229.65.1,8181,17,Gaming,
1940,192.168.68.71,49965,104.18.24.250,443,6,Email,
1941,192.168.68.71,51197,99.83.157.116,8181,17,File Transfer,
1942,192.168.68.71,50553,20.42.128.98,443,6,File Transfer,
1943,192.168.68.1,45423,224.0.0.251,5353,17,Gaming,
1944,192.168.68.71,64220,99.83.187.195,8181,17,Gaming,
1945,192.168.68.71,64840,75.2.69.178,8181,17,Chat,
1946,192.168.68.71,53035,76.223.71.142,8181,17,Gaming,
1947,192.168.68.71,64328,43.229.65.1,8181,17,Gaming,
1948,192.168.68.71,64951,43.229.65.1,8181,17,Gaming,
1949,192.168.68.1,52651,224.0.0.251,5353,17,Chat,
1950,192.168.68.71,64863,75.2.49.107,8181,17,Gaming,
1951,192.168.68.71,64253,75.2.69.178,8181,17,Chat,
1952,192.168.68.71,53518,13.248.193.101,8181,17,Chat,
1953,188.42.147.101,443,192.168.68.71,50475,6,Chat,
1954,192.168.68.71,64950,13.248.220.97,8181,17,Gaming,
1955,188.42.147.101,443,192.168.68.71,50584,6,Chat,
1956,188.42.147.101,443,192.168.68.71,50618,6,Chat,
1957,192.168.68.71,52939,151.106.248.1,8181,17,Gaming,
1958,192.168.68.71,64952,76.223.72.224,8181,17,Gaming,
1959,192.168.68.71,64317,43.229.65.1,8181,17,Gaming,
1960,192.168.68.61,0,224.0.0.22,0,0,File Transfer,
1961,192.168.68.71,51173,151.106.248.1,8181,17,Gaming,
1962,192.168.68.71,53955,162.159.137.232,443,17,VoIP,
1963,192.168.68.71,52999,99.83.157.116,8181,17,Chat,
1964,192.168.68.71,64852,76.223.71.164,8181,17,Gaming,
1965,192.168.68.71,64944,76.223.71.164,8181,17,Gaming,
1966,192.168.68.71,64211,13.248.220.97,8181,17,Gaming,
1967,192.168.68.71,53581,13.248.197.71,8181,17,Gaming,
1968,192.168.68.71,50064,43.229.65.1,8181,17,Gaming,
1969,192.168.68.71,50091,99.83.157.116,8181,17,File Transfer,
1970,192.168.68.71,51152,13.248.205.128,8181,17,Gaming,
1971,192.168.68.71,52916,76.223.71.142,8181,17,Gaming,
1972,192.168.68.71,53051,43.229.65.1,8181,17,Gaming,
1973,192.168.68.71,64979,1.1.1.1,53,17,Chat,
1974,192.168.68.71,53011,151.106.248.1,8181,17,Chat,
1975,188.42.147.101,443,192.168.68.71,50607,6,Chat,
1976,192.168.68.71,59827,1.1.1.1,53,17,Chat,
1977,192.168.68.71,64916,99.83.136.104,8181,17,Gaming,
1978,192.168.68.71,50596,104.16.56.40,443,6,VoIP,
1979,192.168.68.71,53574,76.223.71.164,8181,17,Gaming,
1980,192.168.68.71,50049,75.2.66.166,8181,17,Gaming,
1981,192.168.68.71,64832,43.229.65.1,8181,17,Gaming,
1982,192.168.68.71,49988,99.83.187.195,8181,17,Gaming,
1983,192.168.68.71,64857,76.223.72.224,8181,17,Gaming,
1984,192.168.68.71,58465,1.1.1.1,53,17,Chat,
1985,192.168.68.71,49995,13.248.205.128,8181,17,Gaming,
1986,192.168.68.71,49997,75.2.69.178,8181,17,Chat,
1987,192.168.68.71,64241,75.2.49.107,8181,17,Gaming,
1988,8.241.138.126,80,192.168.68.71,50481,6,Email,
1989,192.168.68.71,64826,13.248.197.71,8181,17,Gaming,
1990,188.42.147.101,443,192.168.68.71,50562,6,Chat,
1991,192.168.68.71,50067,151.106.248.1,8181,17,Gaming,
1992,192.168.68.71,51144,76.223.1.250,8181,17,Gaming,
1993,192.168.68.71,50550,117.18.232.200,443,6,Gaming,
1994,192.168.68.1,34364,224.0.0.251,5353,17,Gaming,
1995,192.168.68.71,50623,40.74.78.229,443,6,VoIP,
1996,192.168.68.71,61168,1.1.1.1,53,17,File Transfer,
1997,192.168.68.71,50090,75.2.49.107,8181,17,Gaming,
1998,103.1.138.144,80,192.168.68.71,50485,6,VoIP,
1999,192.168.68.71,50011,75.2.49.107,8181,17,Gaming,
2000,192.168.68.71,49921,23.202.34.131,443,6,Gaming,
2001,192.168.68.71,53019,13.248.220.97,8181,17,Gaming,
2002,192.168.68.71,53492,75.2.69.178,8181,17,File Transfer,
2003,192.168.68.1,57956,224.0.0.251,5353,17,Gaming,
2004,192.168.68.71,63629,172.64.41.3,443,17,File Transfer,
2005,192.168.68.71,64851,13.248.197.71,8181,17,Gaming,
2006,192.168.68.71,60361,1.1.1.1,53,17,Chat,
2007,192.168.68.71,53001,75.2.66.166,8181,17,Gaming,
2008,188.42.147.101,443,192.168.68.71,50464,6,Chat,
2009,192.168.68.72,62995,239.255.255.250,1900,17,Streaming,
2010,8.241.138.126,80,192.168.68.71,50503,6,Streaming,
2011,188.42.147.101,443,192.168.68.71,50551,6,Chat,
2012,192.168.68.71,52964,151.106.248.1,8181,17,Gaming,
2013,192.168.68.71,52994,43.229.65.1,8181,17,Gaming,
2014,192.168.68.71,63165,43.229.65.1,8181,17,Gaming,
2015,8.241.138.126,80,192.168.68.71,50478,6,Email,
2016,188.42.147.101,443,192.168.68.71,50597,6,Chat,
2017,192.168.68.71,64871,76.223.1.250,8181,17,Chat,
2018,192.168.68.71,52976,76.223.71.164,8181,17,Gaming,
2019,192.168.68.71,0,224.0.0.22,0,0,Streaming,
2020,192.168.68.71,64895,76.223.71.142,8181,17,Gaming,
2021,192.168.68.71,51129,43.229.65.1,8181,17,Gaming,
2022,192.168.68.1,46513,224.0.0.251,5353,17,Gaming,
2023,192.168.68.71,59672,1.1.1.1,53,17,Chat,
2024,192.168.68.71,51276,151.106.248.1,8181,17,Gaming,
2025,192.168.68.71,53573,43.229.65.1,8181,17,Gaming,
2026,188.42.147.101,443,192.168.68.71,50431,6,Chat,
2027,8.241.138.126,80,192.168.68.71,50498,6,Streaming,
2028,192.168.68.71,53562,13.248.197.71,8181,17,Gaming,
2029,192.168.68.71,50096,13.248.197.71,8181,17,Gaming,
2030,192.168.68.71,64867,151.106.248.1,8181,17,File Transfer,
2031,192.168.68.71,50029,76.223.71.164,8181,17,Gaming,
2032,192.168.68.71,53473,13.248.193.101,8181,17,File Transfer,
2033,192.168.68.71,52940,13.248.197.71,8181,17,Gaming,
2034,188.42.147.101,443,192.168.68.71,50540,6,Chat,
2035,192.168.68.1,47955,224.0.0.251,5353,17,Gaming,
2036,188.42.147.101,443,192.168.68.71,50586,6,Chat,
2037,192.168.68.71,50052,13.248.220.97,8181,17,Gaming,
2038,192.168.68.71,51260,43.229.65.1,8181,17,Gaming,
2039,192.168.68.71,61225,1.1.1.1,53,17,Chat,
2040,192.168.68.71,52952,76.223.71.164,8181,17,Gaming,
2041,192.168.68.71,51211,43.229.65.1,8181,17,Gaming,
2042,192.168.68.1,45491,224.0.0.251,5353,17,Gaming,
2043,192.168.68.71,52969,43.229.65.1,8181,17,Gaming,
2044,192.168.68.71,53479,75.2.49.107,8181,17,Gaming,
2045,192.168.68.71,52926,13.248.193.101,8181,17,File Transfer,
2046,8.241.138.126,80,192.168.68.71,50488,6,Email,
2047,192.168.68.71,51242,151.106.248.1,8181,17,Gaming,
2048,192.168.68.71,64275,13.248.205.128,8181,17,Gaming,
2049,192.168.68.71,53550,76.223.71.164,8181,17,Gaming,
2050,192.168.68.71,57660,1.1.1.1,53,17,Chat,
2051,192.168.68.71,64881,43.229.65.1,8181,17,Gaming,
2052,188.42.147.101,443,192.168.68.71,50575,6,Chat,
2053,192.168.68.71,51161,76.223.71.164,8181,17,Gaming,
2054,192.168.68.71,53404,1.1.1.1,53,17,Gaming,
